ID,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,S,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,EARNINGS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC,EXP
1053,0,1,1981,30,17,4836,38,0,0,0,1,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,.3367723,-.9336714,.2320134,-.5456989,-.519547,-.4213476,-.0081703,-.2554385,-.3745702,44032,71,170,225,12,12,,12,1,1,0,0,0,0,1,0,6,19.23,40,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8.403846
4927,0,1,1983,28,31,88334,537,1,0,0,0,0,0,1,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,11,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,.6764023,.7715303,.330763,.7578894,1.320976,1.835181,.6741809,.709186,.5874357,77125,72,170,195,12,20,12,20,1,1,0,0,0,1,0,0,4,24.04,40,.3076923,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.673077
3715,0,1,1984,27,23,35200,168,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,12,,0,0,1,0,,,,,1,0,0,0,0,0,1,0,0,0,-2.227713,-2.337263,-1.751869,-1.839709,-.9973382,-.1116023,-2.348369,-2.283085,-2.181032,138,69,170,200,13,13,12,13,3,0,0,1,0,0,1,0,7,30,10,.9230769,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7.480769
5352,0,1,1981,30,26,,,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,.2206243,.2672265,.8369744,-.4545275,-.0491961,.9619085,.4242225,.2429074,.588453,58022,72,175,220,12,12,12,12,1,0,1,0,0,0,1,0,3,13.5,55,5.153846,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12.55769
6256,0,1,1980,31,28,33750,267,0,0,0,1,0,0,0,0,0,1,0,0,1,15,0,0,0,0,1,0,0,0,,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,.4158669,.7100533,.8684029,.2654474,-.8401292,-1.116597,.6618409,.6317247,.8413624,78405,69,200,220,12,18,,18,1,0,0,0,1,0,1,0,5,12,40,1.134615,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8.75
3449,0,1,1981,30,21,,,0,1,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,-.5849524,.858,-.1516476,.1370257,1.800059,2.429943,-.1278228,.0716867,.3762895,48583,75,165,173,12,16,17,16,0,0,0,1,0,0,1,0,10,18.5,40,.5961539,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5.134615
2316,0,1,1982,29,28,35600,112,1,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0,0,1,0,0,0,9,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-.3107148,-1.206873,-1.216779,-.741177,-.2032167,-.166289,-.8371904,-.9731934,-1.29287,17620,67,165,165,9,7,9,7,8,1,0,0,0,0,1,0,11,14.45,36,2.346154,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,5.134615
5368,0,1,1980,31,26,25600,203,0,0,0,0,0,1,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-.5825794,-.2017185,.9039888,-1.740321,-2.358177,-1.273062,-.1276404,-.4541312,.3741126,34742,68,280,270,12,12,,,2,0,1,0,0,0,1,0,,7.25,15,.6923077,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,7.480769
1857,0,1,1984,27,26,96500,606,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,1,0,0,0,0,9,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.8933635,1.916533,.8503534,1.281318,-.4434023,.7826207,1.250823,1.382174,1.475125,89855,73,147,150,16,16,16,16,1,0,1,0,0,0,1,0,3,34.34,42,4.961538,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.730769
2624,0,1,1981,30,28,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.341612,.1807164,.1219194,1.124008,.4252763,-.9325103,.8200268,.7740147,.1609966,77697,72,235,225,12,12,12,12,2,0,1,0,0,1,0,0,5,25.13,40,3.865385,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7.230769
8971,0,1,1981,30,27,2100,17,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,-.6435592,-1.505094,-.0893722,-1.208281,-.3086887,-.1963113,-.7922637,-.9650117,-.8506843,13520,69,160,165,12,14,,14,2,1,0,0,0,0,1,0,,12.61,40,1.923077,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,8.557693
4920,0,1,1984,27,25,23075,145,1,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,10,8,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-.8786921,-.1528814,-.5408346,-1.318124,-1.277439,.1661086,-.6739727,-.8094891,-.3703349,23419,69,145,160,12,12,12,12,1,1,0,0,0,1,0,0,2,13,40,3.538461,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.019231
5134,0,1,1984,27,39,37000,193,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,7,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-2.122221,-1.8865,-1.381552,-.832584,-.5250089,-.8487363,-2.064772,-1.741977,-1.743169,6386,74,260,250,16,14,16,14,4,0,1,0,0,0,1,0,8,10.47,12,.5,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4.038462
536,0,1,1982,29,27,,,1,0,0,0,0,0,0,1,0,0,0,1,0,15,0,0,0,0,1,0,0,0,5,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-.0443204,-.4977176,-.9532204,-.8736933,-1.242011,-1.129706,-.4234995,-.6635347,-.7741441,26653,73,210,205,9,9,9,9,6,0,0,0,1,0,1,0,8,22,40,.5384616,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.096154
1162,0,1,1980,31,26,60300,288,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,.7206221,.6998087,.4925264,1.080688,-.0065876,-1.002209,.7232251,.8370857,.6354529,85744,71,230,250,12,14,18,14,0,1,0,0,0,0,1,0,3,23.08,40,9.057693,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,8.596154
5010,0,1,1980,31,38,37356,227,0,0,0,1,0,0,1,0,0,0,0,0,1,17,0,0,0,0,1,0,0,0,,,0,1,0,0,,,,,0,1,0,0,0,0,1,0,0,0,.609802,.7077767,1.450011,1.298015,1.01094,.6709142,.9276141,1.137053,1.150306,87609,71,163,169,12,12,,12,4,1,0,0,0,1,0,0,13,12.53,50,1.557692,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2.730769
4479,0,1,1984,27,28,54501,291,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,12,,0,0,0,1,,,,,1,0,0,0,0,1,0,0,0,0,-.1242631,.1180321,.4122014,-.1254765,-.0292693,-.3223011,.076964,.077862,.2823693,51863,66,143,153,12,12,12,12,3,0,0,0,1,0,1,0,5,26.75,45,3.326923,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.692308
2383,0,1,1981,30,25,38030,239,1,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1.235054,.3503218,.7713628,.5971227,1.045487,.8263257,.9865288,.8259529,.5977767,76955,72,185,195,14,14,14,14,1,1,0,0,0,0,1,0,6,39.23,50,5.557693,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.634615
6354,0,1,1980,31,33,126500,1002,1,0,0,0,0,0,0,1,0,0,0,0,1,19,0,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.635953,1.237082,1.84924,1.748571,.241035,1.344153,1.746706,1.810114,1.645473,97542,71,155,160,20,17,20,17,2,0,0,0,1,0,1,0,7,30.77,50,5.692307,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.230769
5512,0,1,1980,31,25,32307,256,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.8378356,1.059509,.7738777,.7764306,.3379737,-.0562459,.9637942,.9641309,.977311,83664,73,199,245,12,15,12,15,0,0,1,0,0,1,0,0,24,36.54,13,4.480769,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.09615
4591,0,1,1981,30,37,16000,127,1,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,.2430015,.9308507,.3087456,.2483395,1.147701,-.7062273,.473725,.4837409,.6606562,73848,77,230,275,12,12,12,12,4,0,0,0,1,1,0,0,19,12,28,.5576923,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.596154
2683,0,1,1983,28,27,30000,188,0,0,0,1,0,0,0,1,0,0,1,0,0,12,0,0,0,0,0,1,0,0,8,,0,0,1,0,,,,,1,0,0,0,0,1,0,0,0,0,-1.492048,.1170125,-.4999463,-.6011989,-.2250988,-.9313315,-.9256574,-.6935408,-.2046019,26253,73,154,170,12,16,,16,2,0,1,0,0,0,1,0,,18.75,40,.4423077,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7.096154
4363,0,1,1982,29,26,25000,134,1,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,1,0,0,0,10,10,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-.0411236,-.1494002,-.2759754,-.4125362,-.3311495,-.892514,-.1399327,-.2466101,-.2272351,38432,70,125,128,18,16,18,16,2,0,0,0,1,0,1,0,4,14.5,38,9.173077,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5.826923
3281,0,1,1984,27,23,19988,158,0,0,0,1,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,9,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,.604592,1.281366,1.897915,.4406336,-.0930708,.7545691,1.205443,1.181519,1.695045,90820,74,140,192,16,12,,12,1,0,1,0,0,1,0,0,6,15,10,.4230769,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4.346154
6106,0,1,1984,27,23,55000,346,1,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,7,6,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.204759,-1.13978,-.896694,-.6587225,-1.424166,-.7867111,-1.222141,-1.091957,-1.086397,15702,76,195,255,12,15,12,15,1,0,0,1,0,0,1,0,7,19.77,40,1.134615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7.288462
4386,0,1,1981,30,22,51200,244,1,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,-.5050341,-1.928539,-2.495871,-2.959618,-1.046281,-.075066,-1.493763,-2.208232,-2.359828,5739,65,154,178,12,12,12,12,2,0,0,0,1,0,1,0,7,12.5,40,4.807693,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,10.92308
4918,0,1,1981,30,21,18850,80,1,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.433252,.9149146,.9259393,.7084364,-.3091833,-1.162222,1.29307,1.113809,.9812931,79870,67,160,165,12,12,12,12,4,1,0,0,0,1,0,0,2,9.5,60,10.28846,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9.730769
1418,0,1,1983,28,16,13750,75,0,0,0,1,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,-.0002395,-.9837157,-.8035389,-.2895204,-1.629392,-.342871,-.491689,-.5818416,-.953494,25902,72,183,215,12,12,,12,6,0,0,1,0,0,1,0,6,18,60,.5192308,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.903846
5842,0,1,1982,29,24,,,1,0,0,0,0,0,1,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,.8145353,.7600949,.7148707,.824637,1.081717,.8102188,.8525,.8708032,.7861733,80844,70,160,180,14,18,14,18,4,0,0,1,0,0,1,0,5,43.27,60,3.865385,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6.480769
5329,0,1,1982,29,30,,,0,0,0,1,0,0,1,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,12,,0,1,0,0,,,,,0,0,1,0,0,1,0,0,0,0,-.0922714,-1.105565,-1.413613,-.8037247,.0867753,-2.391405,-.7433895,-.9563003,-1.343812,18182,72,245,250,14,13,,13,3,0,1,0,0,1,0,0,7,3.74,30,6.480769,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4.769231
6004,0,1,1984,27,30,7500,59,0,0,0,1,0,0,0,1,0,0,0,0,1,11,0,0,0,0,0,1,0,0,9,,1,0,0,0,,,,,0,1,0,0,0,0,1,0,0,0,.4788539,.2967439,.1486431,-.3343223,-.0216856,1.318095,.3851054,.1644486,.2371226,56481,71,275,305,11,12,,12,4,0,0,1,0,0,1,0,5,11.16,39,5.519231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8.807693
4256,0,1,1984,27,27,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,15,15,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.307873,1.514716,1.369686,2.083837,.6141866,1.492326,1.510918,1.755621,1.537793,96532,72,170,170,16,18,16,18,0,0,0,1,0,1,0,0,7,19.93,35,.6923077,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4.25
5491,0,1,1982,29,18,,,0,0,0,0,1,0,1,0,0,0,0,0,1,15,0,0,0,0,0,1,0,0,,13,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.4682225,.9604343,.8694471,.7536082,.8273349,-.2177169,.7597021,.8533345,.9754418,82484,72,230,250,11,12,11,,3,0,1,0,0,1,0,0,10,15,40,.8653846,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.192308
1473,0,1,1983,28,34,44300,240,0,0,0,1,0,0,0,1,0,0,1,0,0,16,0,0,0,1,0,0,0,0,11,,0,0,0,1,,,,,1,0,0,0,0,1,0,0,0,0,.7350091,.5245211,.1450489,.7239652,-.1332707,.2409142,.5874833,.5950035,.3566742,73874,71,220,220,16,18,,18,4,0,0,1,0,0,1,0,4,45.67,40,.5192308,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.75
546,0,1,1980,31,27,,,1,0,0,0,0,0,0,1,0,0,0,0,1,19,1,0,0,0,0,0,0,0,,,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.549642,.6280962,1.016307,1.935154,2.01973,.899379,1.303053,1.43468,.8765305,92687,71,170,185,16,16,16,16,1,0,0,0,1,0,1,0,2,22.44,60,2.442308,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.346154
2278,0,1,1982,29,18,38000,203,0,1,0,0,0,0,0,0,1,0,0,1,0,14,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,.1773198,-.4271435,-.7018946,-.3075832,-.7805629,-.7584896,-.2132389,-.3530203,-.6024822,36978,74,220,240,6,12,12,12,2,1,0,0,0,0,1,0,4,17.5,40,3.307692,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.326923
511,0,1,1980,31,16,,,1,0,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0,0,1,0,0,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,.1004559,-.4316535,-2.205333,-1.24418,.1561311,-.4047092,-.6698439,-1.058588,-1.406636,19706,67,198,210,4,6,4,6,2,0,0,0,1,0,1,0,6,17.78,45,9.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,13.53846
3343,0,1,1982,29,21,46012,246,0,0,1,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,1,0,,9,,,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-.7156343,-.9655555,-2.167591,-1.65183,-.799522,-.0403684,-1.254682,-1.53987,-1.671227,7475,72,210,216,12,14,12,14,4,0,0,1,0,0,1,0,10,13.65,40,2.788461,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.34615
8934,0,1,1983,28,36,51015,404,1,0,0,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,0,1,0,0,10,8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,.5144345,-.5579945,-.8847193,-.028728,.4216543,.4974305,-.1141639,-.2684291,-.7697583,35225,71,240,235,14,13,14,13,2,0,0,1,0,0,1,0,4,14.24,40,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.634615
763,0,1,1980,31,32,44300,410,0,0,0,1,0,0,0,1,0,0,0,0,1,20,0,0,0,1,0,0,0,0,,,0,0,0,1,,,,,0,1,0,0,0,0,1,0,0,0,1.503822,2.157961,1.167547,1.584251,1.423095,1.482852,1.739815,1.794089,1.773025,96315,71,145,145,16,20,,20,0,0,1,0,0,0,1,0,5,20.93,20,9.403846,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,4.230769
4602,0,1,1983,28,24,47000,245,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,9,8,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.4387785,-1.037215,-1.570861,.2606878,.1842532,-.683854,-.4759673,-.5347169,-1.391219,30480,72,300,350,12,12,12,12,2,0,0,0,1,1,0,0,1,14.55,55,8.692307,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.865385
1572,0,1,1982,29,25,,,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,0,1,0,0,12,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,.4991243,.5791066,.4679932,.4186067,-.8445293,-.243275,.5615875,.5491915,.5580022,65921,70,175,180,16,13,16,13,0,0,0,1,0,0,1,0,7,17,20,.4807692,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5.653846
6257,0,1,1982,29,30,33750,267,0,0,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,1,0,0,11,,1,0,0,0,,,,,0,0,1,0,0,1,0,0,0,0,-1.249489,-.1858256,-1.629353,-1.176891,-1.690601,-1.262172,-1.185914,-1.187548,-.9683853,12956,68,185,194,12,18,,18,1,0,0,0,1,0,1,0,2,21,40,8.576923,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9.769231
2398,0,1,1982,29,26,24635,132,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,15,15,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-.0752221,.7270845,.1988745,-1.41436,-.8016652,-.3757409,.2126553,-.1583481,.4934006,43565,70,157,172,19,14,19,14,3,1,0,0,0,0,1,0,8,15.38,45,3.865385,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.615385
5989,0,1,1984,27,20,22250,119,0,1,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,.6312314,-.2507744,-.8733407,.290095,-.1921528,-.7013095,.0375708,-.0573754,-.599857,44597,69,156,168,10,12,12,12,2,0,0,1,0,0,1,0,5,11.11,45,.6923077,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7.269231
5286,0,1,1982,29,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,13,13,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.752441,-.8574178,-1.564854,-.6468253,-1.842768,-2.216238,-1.629143,-1.349844,-1.292134,11383,69,145,160,15,12,,12,5,0,1,0,0,1,0,0,7,8.5,40,1.134615,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.057693
1135,0,1,1984,27,27,110000,587,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,1,0,0,0,0,11,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,.8954947,.7588905,1.18842,.6643214,-.2948617,-.8795931,1.026787,.9807734,1.038064,80559,76,200,185,18,16,18,16,2,1,0,0,0,1,0,0,4,25.15,65,4.846154,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4.846154
156,0,1,1982,29,29,,,1,0,0,0,0,0,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.132077,.8784773,1.195281,1.388627,-.5654182,1.206681,1.191552,1.285044,1.105496,92692,63,128,160,18,14,18,14,1,1,0,0,0,0,1,0,3,18.64,65,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2
865,0,1,1984,27,25,93320,739,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,0,12,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.691481,.843124,1.676615,1.13926,.3194136,.7760753,1.621533,1.496601,1.343327,92938,74,185,200,12,12,12,12,2,0,0,0,1,0,1,0,15,14.86,55,2.615385,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.653846
5687,0,1,1980,31,27,,,1,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,.1665217,-.6718331,-.5883966,-.8667728,-.1556227,-.0219606,-.2552228,-.5492319,-.6724437,26595,75,220,217,11,12,11,12,2,0,0,1,0,1,0,0,12,23.33,30,4.173077,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14.26923
176,0,1,1982,29,26,,,1,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,1,0,0,0,0,13,13,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.043634,.8648178,.8716713,2.011984,.9597189,2.022048,1.050269,1.340351,.9256377,90292,72,195,200,18,13,18,13,2,1,0,0,0,1,0,0,8,25.64,45,5.692307,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6.653846
419,0,1,1984,27,45,,,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,1,0,0,10,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.377136,1.116314,1.222894,1.071412,1.883953,1.619182,1.399171,1.339133,1.247054,90936,73,177,205,16,14,16,14,3,0,0,0,1,0,1,0,3,60,20,1.788462,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3.826923
6485,0,1,1980,31,17,115000,723,0,0,1,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.2240629,-.133421,.3624153,-.2412954,.2530699,-.3037235,.1856178,.0586287,.1217253,39547,71,170,175,12,12,12,11,1,0,0,0,1,0,1,0,1,35.5,40,11.76923,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.86539
4864,0,1,1984,27,20,22200,119,1,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,.7399204,-.108488,-.8010568,-.024764,.1568598,.6554533,.1562641,-.0550247,-.4854314,55075,70,135,145,14,16,14,16,2,1,0,0,0,1,0,0,3,9.45,31,1.423077,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3.230769
3322,0,1,1983,28,24,76100,478,1,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,1,0,0,13,,0,0,0,1,,,,,1,0,0,0,0,1,0,0,0,0,-.4999955,-.9700562,-.2475086,.3688212,-.54592,.7015839,-.609798,-.3780477,-.6496915,31240,67,155,175,12,14,12,14,1,0,0,1,0,1,0,0,4,10,10,.5961539,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6.576923
5408,0,1,1981,30,24,68500,366,1,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.084808,.4812254,.3699089,.9162222,.6219566,.6742236,.8296141,.7974948,.4534983,79681,68,165,190,12,20,12,20,2,0,1,0,0,1,0,0,8,28.85,50,2.884615,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.903846
337,0,1,1983,28,31,150500,804,1,0,0,0,0,0,0,1,0,0,0,0,1,16,0,0,0,0,0,1,0,0,10,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.0696,.6019248,-.1051648,1.378066,1.308941,1.326511,.7238796,.8233128,.2645187,73243,72,158,185,16,16,16,16,2,1,0,0,0,1,0,0,8,34.62,40,5.884615,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6.403846
5224,0,1,1981,30,25,53000,283,1,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,-.20241,.3878855,-.3484823,-1.668378,-1.818659,-.1576625,-.1008565,-.5131069,.0206207,32457,70,160,165,12,12,12,12,2,0,1,0,0,1,0,0,2,48.08,20,10.07692,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11.71154
